epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,7004.03,0.55078,0.36649,0.94226,0.98673,0.9857,0.9914,0.92122,0.48026,0.2107,0.89777,0.00910405,0.00910405,0.00910405
183,7042.21,0.54774,0.36394,0.94277,0.98674,0.98567,0.99141,0.9213,0.48019,0.21018,0.89781,0.0090991,0.0090991,0.0090991
184,7079.92,0.55153,0.36323,0.94216,0.98594,0.9858,0.99141,0.92138,0.48025,0.20989,0.89789,0.00909415,0.00909415,0.00909415
185,7119.03,0.55065,0.37159,0.94407,0.98584,0.98601,0.99144,0.92134,0.48023,0.2097,0.8979,0.0090892,0.0090892,0.0090892
186,7157.32,0.55174,0.3645,0.94215,0.98592,0.98654,0.99147,0.92103,0.48022,0.20982,0.8979,0.00908425,0.00908425,0.00908425
187,7196.01,0.54873,0.36423,0.94001,0.98585,0.98662,0.99146,0.92122,0.48005,0.20936,0.89795,0.0090793,0.0090793,0.0090793
188,7234.13,0.55328,0.36526,0.94259,0.9863,0.98683,0.99129,0.9212,0.47992,0.2087,0.89803,0.00907435,0.00907435,0.00907435
189,7272.57,0.55117,0.36357,0.94437,0.98614,0.98705,0.99146,0.92127,0.47987,0.20822,0.89801,0.0090694,0.0090694,0.0090694
190,7311.12,0.54996,0.36452,0.93976,0.9863,0.98716,0.99148,0.92144,0.47975,0.20778,0.89794,0.00906445,0.00906445,0.00906445
191,7349.55,0.54853,0.37041,0.94374,0.98631,0.98756,0.9915,0.92183,0.47972,0.20777,0.89795,0.0090595,0.0090595,0.0090595
192,7387.57,0.55294,0.36976,0.94338,0.98588,0.9872,0.99133,0.92168,0.47964,0.2081,0.89796,0.00905455,0.00905455,0.00905455
193,7425.43,0.5493,0.36356,0.94091,0.98625,0.9872,0.99139,0.92169,0.47952,0.20814,0.89796,0.0090496,0.0090496,0.0090496
194,7464.16,0.55166,0.3616,0.94283,0.98623,0.98753,0.99136,0.92142,0.47953,0.20825,0.89785,0.00904465,0.00904465,0.00904465
195,7502.87,0.55681,0.36721,0.94085,0.98704,0.98757,0.99139,0.92224,0.4793,0.20832,0.89778,0.0090397,0.0090397,0.0090397
196,7541.33,0.54727,0.36418,0.93927,0.98704,0.98751,0.99147,0.92268,0.4793,0.20837,0.8978,0.00903475,0.00903475,0.00903475
197,7579.75,0.54748,0.36626,0.93666,0.98672,0.98733,0.99146,0.92223,0.47907,0.20779,0.89766,0.0090298,0.0090298,0.0090298
198,7617.53,0.54593,0.36461,0.93664,0.98689,0.987,0.99148,0.92288,0.47891,0.20744,0.89758,0.00902485,0.00902485,0.00902485
199,7655.91,0.54773,0.36084,0.94035,0.98681,0.987,0.99153,0.92226,0.4788,0.20712,0.89753,0.0090199,0.0090199,0.0090199
200,7693.69,0.54895,0.36064,0.94231,0.98695,0.98666,0.99157,0.92263,0.47876,0.20674,0.89752,0.00901495,0.00901495,0.00901495
201,7732.21,0.54872,0.36105,0.93588,0.98683,0.98659,0.99155,0.92233,0.47872,0.20668,0.89749,0.00901,0.00901,0.00901
202,7770.27,0.55048,0.36329,0.94337,0.98698,0.98652,0.99153,0.92243,0.47846,0.2065,0.89736,0.00900505,0.00900505,0.00900505
203,7808.16,0.55395,0.36729,0.9386,0.9869,0.98654,0.99161,0.92276,0.47831,0.20674,0.89727,0.0090001,0.0090001,0.0090001
204,7847.58,0.54283,0.35476,0.94029,0.98688,0.98656,0.99159,0.92241,0.47828,0.20668,0.89724,0.00899515,0.00899515,0.00899515
205,7885.96,0.54822,0.36248,0.93959,0.98688,0.98661,0.99162,0.9225,0.4781,0.20659,0.89715,0.0089902,0.0089902,0.0089902
206,7924.53,0.55173,0.36331,0.94212,0.98705,0.98682,0.99161,0.9227,0.47789,0.20659,0.89717,0.00898525,0.00898525,0.00898525
207,7962.39,0.5487,0.36187,0.94258,0.98692,0.9866,0.99166,0.92263,0.4778,0.20705,0.89707,0.0089803,0.0089803,0.0089803
208,8000.85,0.54652,0.36052,0.93933,0.98728,0.98696,0.99166,0.92269,0.47755,0.20683,0.89692,0.00897535,0.00897535,0.00897535
209,8039.09,0.55002,0.36065,0.941,0.98716,0.987,0.99169,0.92279,0.47744,0.20666,0.8969,0.0089704,0.0089704,0.0089704
210,8077.19,0.54288,0.36202,0.93782,0.98709,0.987,0.99167,0.92284,0.4774,0.20667,0.89684,0.00896545,0.00896545,0.00896545
211,8114.83,0.54517,0.36094,0.93756,0.98715,0.987,0.99164,0.92291,0.47722,0.20617,0.89673,0.0089605,0.0089605,0.0089605
212,8152.78,0.54855,0.36327,0.93966,0.98777,0.98632,0.99166,0.92257,0.47707,0.20587,0.8967,0.00895555,0.00895555,0.00895555
213,8191.8,0.54585,0.36017,0.94153,0.98777,0.98641,0.99162,0.92242,0.47685,0.206,0.89665,0.0089506,0.0089506,0.0089506
214,8230.47,0.54654,0.36011,0.94169,0.98777,0.98654,0.99162,0.92233,0.4767,0.20557,0.89661,0.00894565,0.00894565,0.00894565
215,8268.89,0.54548,0.35483,0.93278,0.9867,0.98701,0.99158,0.92231,0.47663,0.20547,0.89658,0.0089407,0.0089407,0.0089407
216,8307.42,0.54402,0.36084,0.9386,0.98695,0.98761,0.99164,0.92266,0.47642,0.20551,0.89648,0.00893575,0.00893575,0.00893575
217,8345.33,0.54894,0.35752,0.94161,0.98644,0.98748,0.99175,0.92225,0.4762,0.20531,0.89641,0.0089308,0.0089308,0.0089308
218,8383.76,0.54291,0.3553,0.93714,0.98646,0.98751,0.99175,0.92266,0.47605,0.20497,0.8964,0.00892585,0.00892585,0.00892585
219,8422.48,0.54024,0.35829,0.93401,0.98578,0.98849,0.99178,0.92275,0.47608,0.20517,0.89638,0.0089209,0.0089209,0.0089209
220,8460.53,0.54669,0.36107,0.93957,0.98722,0.98764,0.99177,0.92269,0.47599,0.20486,0.89637,0.00891595,0.00891595,0.00891595
221,8497.96,0.54388,0.35949,0.93655,0.98646,0.98833,0.99181,0.92304,0.47588,0.20491,0.89642,0.008911,0.008911,0.008911
222,8535.91,0.54193,0.35743,0.93462,0.98624,0.98842,0.99182,0.92285,0.47582,0.20497,0.89634,0.00890605,0.00890605,0.00890605
223,8575.81,0.5462,0.36352,0.93882,0.98612,0.98942,0.99175,0.92288,0.4757,0.2054,0.89633,0.0089011,0.0089011,0.0089011
224,8614.38,0.54749,0.3582,0.9366,0.98619,0.98905,0.99176,0.92302,0.47559,0.20509,0.8963,0.00889615,0.00889615,0.00889615
225,8652.46,0.54534,0.3617,0.93548,0.98661,0.98911,0.99185,0.92313,0.47552,0.2048,0.89633,0.0088912,0.0088912,0.0088912
226,8690.27,0.54528,0.35873,0.93563,0.9868,0.98907,0.9919,0.92342,0.47556,0.20432,0.89635,0.00888625,0.00888625,0.00888625
227,8728.83,0.54848,0.36572,0.93523,0.98706,0.989,0.99191,0.92357,0.47548,0.20445,0.89634,0.0088813,0.0088813,0.0088813
228,8766.92,0.54365,0.36096,0.93601,0.98676,0.98828,0.99192,0.92376,0.47548,0.20427,0.89635,0.00887635,0.00887635,0.00887635
229,8805.02,0.5449,0.3587,0.93699,0.98672,0.98868,0.99192,0.92323,0.47539,0.20426,0.89629,0.0088714,0.0088714,0.0088714
230,8842.78,0.54269,0.35709,0.94305,0.98639,0.99,0.99193,0.92377,0.47537,0.204,0.89624,0.00886645,0.00886645,0.00886645
231,8880.56,0.54097,0.35847,0.94053,0.98528,0.99031,0.99194,0.92353,0.47528,0.20396,0.89623,0.0088615,0.0088615,0.0088615
232,8920.05,0.54285,0.35327,0.936,0.98544,0.99024,0.99179,0.92327,0.47522,0.20402,0.89623,0.00885655,0.00885655,0.00885655
233,8958.46,0.54028,0.35793,0.93453,0.98723,0.98848,0.99173,0.92323,0.47531,0.20389,0.89619,0.0088516,0.0088516,0.0088516
234,8996.9,0.54315,0.35948,0.93375,0.98738,0.98852,0.99174,0.92329,0.47523,0.20378,0.89615,0.00884665,0.00884665,0.00884665
235,9034.74,0.54423,0.35605,0.93386,0.98693,0.9886,0.99181,0.92307,0.47517,0.20397,0.89614,0.0088417,0.0088417,0.0088417
236,9073.09,0.5453,0.36057,0.93672,0.98688,0.98857,0.99185,0.92348,0.47509,0.20411,0.89616,0.00883675,0.00883675,0.00883675
237,9111.08,0.54348,0.35511,0.93192,0.98698,0.98862,0.99202,0.92315,0.47519,0.20418,0.89619,0.0088318,0.0088318,0.0088318
238,9149.1,0.5427,0.36108,0.93556,0.9871,0.98851,0.99199,0.9234,0.47526,0.2048,0.89615,0.00882685,0.00882685,0.00882685
239,9187.19,0.53926,0.35388,0.9326,0.9871,0.98852,0.99201,0.92334,0.47525,0.20475,0.89616,0.0088219,0.0088219,0.0088219
240,9224.8,0.54062,0.35691,0.93913,0.98679,0.98919,0.99204,0.92343,0.47528,0.20489,0.8961,0.00881695,0.00881695,0.00881695
241,9263.32,0.5403,0.35559,0.93413,0.98665,0.98933,0.99207,0.92317,0.47512,0.20481,0.89605,0.008812,0.008812,0.008812
242,9302.46,0.53396,0.35033,0.93285,0.98672,0.98948,0.99206,0.92296,0.47517,0.20448,0.89603,0.00880705,0.00880705,0.00880705
243,9340.89,0.53974,0.35523,0.93495,0.9865,0.98948,0.99209,0.92354,0.47499,0.20392,0.89597,0.0088021,0.0088021,0.0088021
244,9379.35,0.54191,0.35985,0.93942,0.98725,0.98948,0.99211,0.9235,0.475,0.20388,0.89596,0.00879715,0.00879715,0.00879715
245,9417.78,0.54353,0.35493,0.93846,0.98733,0.98891,0.99211,0.92354,0.47478,0.20354,0.89585,0.0087922,0.0087922,0.0087922
246,9456.09,0.54307,0.35598,0.94005,0.98758,0.98856,0.99211,0.92345,0.47457,0.20352,0.89582,0.00878725,0.00878725,0.00878725
247,9493.92,0.53965,0.35245,0.93458,0.98758,0.98861,0.99213,0.92369,0.47464,0.20313,0.89581,0.0087823,0.0087823,0.0087823
248,9531.99,0.53574,0.35469,0.93215,0.98743,0.98863,0.99216,0.9237,0.47475,0.20327,0.89591,0.00877735,0.00877735,0.00877735
249,9570.01,0.53845,0.35455,0.93368,0.98735,0.989,0.99211,0.9238,0.47475,0.20374,0.89599,0.0087724,0.0087724,0.0087724
250,9608.19,0.54307,0.35896,0.93655,0.98736,0.98942,0.99216,0.92403,0.47478,0.20353,0.89608,0.00876745,0.00876745,0.00876745
251,9648.03,0.53706,0.35268,0.93803,0.98715,0.98948,0.99214,0.92391,0.47475,0.20361,0.89613,0.0087625,0.0087625,0.0087625
252,9686.45,0.5395,0.35153,0.93439,0.98709,0.98948,0.99216,0.9237,0.47473,0.20328,0.89611,0.00875755,0.00875755,0.00875755
253,9724.75,0.53995,0.3519,0.93603,0.98707,0.98929,0.99216,0.92376,0.47469,0.20303,0.89605,0.0087526,0.0087526,0.0087526
254,9762.66,0.53613,0.34689,0.93416,0.98712,0.989,0.99218,0.92406,0.47464,0.20283,0.896,0.00874765,0.00874765,0.00874765
255,9801.06,0.53863,0.35521,0.93373,0.98715,0.98948,0.99221,0.92328,0.47466,0.20259,0.89606,0.0087427,0.0087427,0.0087427
256,9839.23,0.5425,0.35566,0.93254,0.98735,0.98879,0.99219,0.92375,0.47459,0.20242,0.89601,0.00873775,0.00873775,0.00873775
257,9877.41,0.53294,0.35689,0.92995,0.98749,0.989,0.9922,0.9238,0.47463,0.20226,0.89603,0.0087328,0.0087328,0.0087328
258,9915.4,0.5393,0.35227,0.93342,0.98739,0.98902,0.99219,0.92389,0.47462,0.20229,0.89603,0.00872785,0.00872785,0.00872785
259,9953.28,0.53531,0.35187,0.93516,0.98785,0.98902,0.99217,0.92407,0.47488,0.20231,0.89607,0.0087229,0.0087229,0.0087229
260,9992.28,0.53664,0.35583,0.93339,0.9878,0.98902,0.99218,0.92364,0.47482,0.20229,0.89609,0.00871795,0.00871795,0.00871795
261,10030.4,0.53546,0.3503,0.93069,0.9878,0.98852,0.99222,0.92376,0.47479,0.2028,0.89614,0.008713,0.008713,0.008713
262,10068.5,0.53535,0.35166,0.93331,0.98818,0.98842,0.99223,0.92373,0.47482,0.20284,0.89616,0.00870805,0.00870805,0.00870805
263,10106.7,0.53432,0.34897,0.93367,0.9886,0.98913,0.9922,0.92376,0.4747,0.2025,0.89614,0.0087031,0.0087031,0.0087031
264,10144.4,0.53327,0.34553,0.93474,0.9882,0.98866,0.99218,0.92357,0.47463,0.20211,0.89609,0.00869815,0.00869815,0.00869815
265,10182.7,0.53504,0.35274,0.93967,0.98872,0.98865,0.99221,0.92364,0.47451,0.20213,0.89612,0.0086932,0.0086932,0.0086932
266,10220.8,0.53302,0.35804,0.93266,0.98861,0.98878,0.99224,0.92391,0.47449,0.20193,0.89613,0.00868825,0.00868825,0.00868825
267,10258.8,0.53387,0.35474,0.93153,0.98861,0.98881,0.99221,0.92415,0.47443,0.202,0.89615,0.0086833,0.0086833,0.0086833
268,10296.4,0.53949,0.35248,0.93301,0.98679,0.98929,0.9922,0.924,0.47449,0.20203,0.89617,0.00867835,0.00867835,0.00867835
269,10334.6,0.53241,0.34698,0.92943,0.98726,0.98902,0.9922,0.92404,0.47443,0.20253,0.89619,0.0086734,0.0086734,0.0086734
270,10373.9,0.53389,0.35187,0.9286,0.98736,0.98902,0.9922,0.92403,0.47443,0.20221,0.8962,0.00866845,0.00866845,0.00866845
271,10412.2,0.53557,0.35219,0.93144,0.98826,0.98893,0.99223,0.92386,0.47443,0.20224,0.89617,0.0086635,0.0086635,0.0086635
272,10450.4,0.53407,0.34909,0.93057,0.98786,0.98834,0.99219,0.92353,0.47442,0.20277,0.89618,0.00865855,0.00865855,0.00865855
273,10488.3,0.53601,0.34346,0.92968,0.98821,0.98865,0.99225,0.92374,0.47457,0.20259,0.89627,0.0086536,0.0086536,0.0086536
274,10526.7,0.53205,0.34259,0.93196,0.98818,0.98891,0.99223,0.92398,0.47448,0.20275,0.89633,0.00864865,0.00864865,0.00864865
275,10564.8,0.53568,0.35056,0.93097,0.98748,0.98948,0.99226,0.92416,0.47451,0.2028,0.89629,0.0086437,0.0086437,0.0086437
276,10603.1,0.53778,0.35311,0.9323,0.98773,0.98979,0.99222,0.92427,0.47445,0.20284,0.89632,0.00863875,0.00863875,0.00863875
277,10640.9,0.53426,0.34656,0.93267,0.98773,0.98952,0.99223,0.92332,0.4745,0.20307,0.89634,0.0086338,0.0086338,0.0086338
278,10678.5,0.5344,0.34403,0.93063,0.98754,0.98961,0.99223,0.92338,0.47456,0.20274,0.89636,0.00862885,0.00862885,0.00862885
279,10718.5,0.5361,0.35208,0.93208,0.98725,0.98985,0.99223,0.92376,0.47461,0.20304,0.89646,0.0086239,0.0086239,0.0086239
280,10756.6,0.53486,0.35304,0.93282,0.98728,0.98985,0.99221,0.92407,0.47459,0.20292,0.89653,0.00861895,0.00861895,0.00861895
281,10794.5,0.53635,0.34964,0.93246,0.98751,0.9894,0.99223,0.92434,0.47453,0.20273,0.89649,0.008614,0.008614,0.008614
282,10832.4,0.53502,0.34776,0.93287,0.98768,0.98944,0.99222,0.92425,0.47446,0.20271,0.89637,0.00860905,0.00860905,0.00860905
283,10870.7,0.53069,0.35024,0.92799,0.98826,0.98914,0.99219,0.92395,0.4745,0.20245,0.89638,0.0086041,0.0086041,0.0086041
284,10908.8,0.53398,0.34733,0.9377,0.98772,0.98921,0.99221,0.9241,0.47433,0.20245,0.89645,0.00859915,0.00859915,0.00859915
285,10946.9,0.53106,0.35041,0.93022,0.98749,0.98999,0.9922,0.924,0.47445,0.20263,0.89653,0.0085942,0.0085942,0.0085942
286,10984.9,0.53359,0.35186,0.93138,0.98784,0.98914,0.99218,0.92421,0.47451,0.203,0.89651,0.00858925,0.00858925,0.00858925
287,11022.2,0.53365,0.34776,0.93233,0.98772,0.98869,0.99217,0.92373,0.47464,0.20284,0.89649,0.0085843,0.0085843,0.0085843
288,11060.6,0.53819,0.35265,0.93094,0.98817,0.9888,0.99217,0.92386,0.47453,0.20299,0.89646,0.00857935,0.00857935,0.00857935
289,11099.6,0.53656,0.35026,0.93344,0.98787,0.98903,0.99213,0.92397,0.47465,0.20304,0.8965,0.0085744,0.0085744,0.0085744
290,11137.9,0.524,0.34989,0.92941,0.98787,0.98927,0.99216,0.92376,0.47449,0.20294,0.89648,0.00856945,0.00856945,0.00856945
291,11176,0.52907,0.34712,0.93198,0.98791,0.98926,0.99222,0.92415,0.47439,0.20281,0.8965,0.0085645,0.0085645,0.0085645
292,11214.2,0.5301,0.34426,0.93039,0.98785,0.98924,0.99217,0.92413,0.47422,0.20259,0.89637,0.00855955,0.00855955,0.00855955
293,11252.4,0.52864,0.34822,0.92869,0.98857,0.98874,0.99216,0.924,0.47411,0.20248,0.89638,0.0085546,0.0085546,0.0085546
294,11291,0.52654,0.34583,0.93004,0.98857,0.98874,0.99219,0.92386,0.474,0.20317,0.8964,0.00854965,0.00854965,0.00854965
295,11329.5,0.52956,0.34833,0.92929,0.98952,0.98873,0.99218,0.92411,0.474,0.20219,0.8964,0.0085447,0.0085447,0.0085447
296,11367.7,0.52947,0.34322,0.93318,0.9897,0.98854,0.99222,0.92415,0.47404,0.20198,0.89638,0.00853975,0.00853975,0.00853975
297,11406,0.53451,0.34953,0.93151,0.98959,0.98857,0.99221,0.92423,0.47397,0.20171,0.89643,0.0085348,0.0085348,0.0085348
298,11445.1,0.53245,0.34738,0.93276,0.98936,0.98845,0.99219,0.92418,0.47386,0.20155,0.89638,0.00852985,0.00852985,0.00852985
299,11483.4,0.52978,0.34444,0.93224,0.9892,0.98843,0.99219,0.92424,0.47364,0.20112,0.89634,0.0085249,0.0085249,0.0085249
300,11522,0.52892,0.34634,0.92743,0.98916,0.98846,0.99223,0.92437,0.47363,0.20123,0.89632,0.00851995,0.00851995,0.00851995
301,11559.9,0.53174,0.34718,0.93297,0.98923,0.98853,0.99222,0.92444,0.47357,0.20145,0.89626,0.008515,0.008515,0.008515
302,11598.7,0.53206,0.3442,0.92903,0.98926,0.98855,0.99171,0.92384,0.47357,0.20159,0.89632,0.00851005,0.00851005,0.00851005
303,11637.3,0.5302,0.3446,0.93412,0.98966,0.98841,0.99177,0.92422,0.4736,0.20154,0.8963,0.0085051,0.0085051,0.0085051
304,11675.6,0.52691,0.34461,0.93005,0.98967,0.98843,0.99197,0.92465,0.47358,0.2016,0.89633,0.00850015,0.00850015,0.00850015
305,11714,0.53259,0.34628,0.92908,0.98984,0.98844,0.99214,0.92497,0.47346,0.20148,0.8963,0.0084952,0.0084952,0.0084952
306,11752,0.53128,0.34311,0.93196,0.98941,0.98855,0.99222,0.92503,0.47323,0.2011,0.89621,0.00849025,0.00849025,0.00849025
307,11791,0.53581,0.35114,0.93444,0.98896,0.98862,0.99195,0.92466,0.47327,0.20127,0.89617,0.0084853,0.0084853,0.0084853
308,11829.3,0.52806,0.34412,0.93296,0.98891,0.98864,0.99185,0.92449,0.47314,0.20153,0.89619,0.00848035,0.00848035,0.00848035
309,11868.1,0.5249,0.33984,0.93001,0.98881,0.98873,0.99184,0.92431,0.47293,0.20156,0.89622,0.0084754,0.0084754,0.0084754
310,11906.6,0.53646,0.34952,0.93254,0.98884,0.98868,0.99222,0.9243,0.47288,0.20158,0.89622,0.00847045,0.00847045,0.00847045
311,11944.6,0.52927,0.34127,0.93037,0.98896,0.98842,0.9923,0.92456,0.47293,0.20198,0.89633,0.0084655,0.0084655,0.0084655
312,11982.4,0.5295,0.34536,0.93371,0.98972,0.9884,0.99227,0.92494,0.47278,0.20182,0.89629,0.00846055,0.00846055,0.00846055
313,12020.5,0.5272,0.34012,0.92903,0.98909,0.98874,0.99231,0.92528,0.47242,0.2012,0.89613,0.0084556,0.0084556,0.0084556
314,12059,0.53279,0.34436,0.9314,0.98909,0.98874,0.99224,0.92476,0.47227,0.20061,0.8961,0.00845065,0.00845065,0.00845065
315,12096.7,0.53065,0.34721,0.93118,0.98909,0.98874,0.99229,0.9249,0.47199,0.20011,0.896,0.0084457,0.0084457,0.0084457
316,12135,0.52438,0.34224,0.92824,0.98878,0.98837,0.99218,0.92542,0.47174,0.19993,0.89602,0.00844075,0.00844075,0.00844075
317,12174.5,0.53229,0.34477,0.93415,0.98875,0.98837,0.9922,0.92546,0.47171,0.19996,0.89613,0.0084358,0.0084358,0.0084358
318,12213.1,0.52962,0.34801,0.9276,0.98941,0.98837,0.99183,0.92482,0.47169,0.19973,0.89613,0.00843085,0.00843085,0.00843085
319,12251.9,0.52893,0.34497,0.9299,0.9894,0.98837,0.99173,0.92458,0.4716,0.19986,0.89609,0.0084259,0.0084259,0.0084259
320,12289.9,0.52427,0.34884,0.92889,0.98918,0.98851,0.99171,0.92529,0.47152,0.19978,0.8961,0.00842095,0.00842095,0.00842095
321,12329.4,0.53091,0.34401,0.93323,0.98972,0.98868,0.99169,0.92506,0.47157,0.19987,0.89615,0.008416,0.008416,0.008416
322,12368.6,0.53216,0.34787,0.93313,0.98947,0.98874,0.99186,0.92583,0.4716,0.19985,0.89625,0.00841105,0.00841105,0.00841105
323,12407.2,0.52619,0.34245,0.92793,0.98925,0.98874,0.99216,0.92607,0.47156,0.19984,0.89632,0.0084061,0.0084061,0.0084061
324,12445.7,0.5234,0.33941,0.92783,0.98873,0.989,0.99217,0.92604,0.47162,0.20011,0.89641,0.00840115,0.00840115,0.00840115
325,12483.7,0.5319,0.34737,0.93355,0.9886,0.98898,0.99219,0.92604,0.47161,0.1998,0.89647,0.0083962,0.0083962,0.0083962
326,12523.3,0.52462,0.34342,0.92807,0.98851,0.98897,0.99221,0.92593,0.47154,0.19937,0.89647,0.00839125,0.00839125,0.00839125
327,12562,0.53142,0.34726,0.93063,0.98852,0.98882,0.99218,0.92567,0.47147,0.19882,0.89649,0.0083863,0.0083863,0.0083863
328,12601,0.52596,0.3432,0.93236,0.98858,0.98894,0.9922,0.92609,0.47151,0.19909,0.89655,0.00838135,0.00838135,0.00838135
329,12638.9,0.52938,0.34635,0.93114,0.98862,0.98894,0.9922,0.92564,0.47147,0.19936,0.89655,0.0083764,0.0083764,0.0083764
330,12677.4,0.52488,0.34792,0.93129,0.98866,0.98897,0.99222,0.92569,0.4715,0.19918,0.89663,0.00837145,0.00837145,0.00837145
331,12715.9,0.52768,0.34651,0.92941,0.98877,0.98853,0.9922,0.9259,0.47143,0.19923,0.89665,0.0083665,0.0083665,0.0083665
332,12754.3,0.52127,0.33844,0.9286,0.98877,0.9884,0.99223,0.92577,0.47129,0.19907,0.89666,0.00836155,0.00836155,0.00836155
333,12793,0.52955,0.34308,0.92806,0.9888,0.98833,0.99224,0.9257,0.47121,0.19897,0.89669,0.0083566,0.0083566,0.0083566
334,12831.1,0.52795,0.34252,0.9309,0.98884,0.98828,0.99224,0.92561,0.47112,0.19912,0.89673,0.00835165,0.00835165,0.00835165
335,12869.8,0.52858,0.34737,0.93409,0.98902,0.98828,0.99225,0.92617,0.47102,0.19894,0.89668,0.0083467,0.0083467,0.0083467
336,12908.5,0.52439,0.34008,0.92704,0.98901,0.98828,0.99224,0.92582,0.47096,0.19895,0.89669,0.00834175,0.00834175,0.00834175
337,12947.3,0.52366,0.34124,0.92768,0.98885,0.98848,0.9922,0.92607,0.47077,0.19844,0.89657,0.0083368,0.0083368,0.0083368
338,12985.7,0.52517,0.34781,0.93344,0.98906,0.98842,0.99224,0.9262,0.47064,0.19812,0.89655,0.00833185,0.00833185,0.00833185
339,13024,0.52241,0.34607,0.92655,0.98914,0.98827,0.99221,0.92621,0.4705,0.19823,0.8965,0.0083269,0.0083269,0.0083269
340,13062.7,0.52733,0.34456,0.92587,0.98965,0.98865,0.99226,0.92649,0.47032,0.19746,0.89639,0.00832195,0.00832195,0.00832195
341,13101.3,0.52096,0.33951,0.92452,0.98958,0.98865,0.99227,0.9265,0.47023,0.19733,0.8963,0.008317,0.008317,0.008317
342,13139.9,0.52826,0.34098,0.92934,0.98929,0.98865,0.99223,0.9263,0.47003,0.19704,0.89626,0.00831205,0.00831205,0.00831205
343,13178,0.52251,0.34022,0.92596,0.98966,0.98911,0.99226,0.92651,0.47007,0.19664,0.89631,0.0083071,0.0083071,0.0083071
344,13216.7,0.52324,0.34291,0.92391,0.9889,0.98914,0.99226,0.92612,0.46999,0.19689,0.89629,0.00830215,0.00830215,0.00830215
345,13255.7,0.52858,0.33681,0.92915,0.98885,0.98915,0.99225,0.92677,0.46971,0.19657,0.89623,0.0082972,0.0082972,0.0082972
346,13293.8,0.52151,0.34079,0.92757,0.98864,0.98919,0.99224,0.92617,0.46983,0.19686,0.89627,0.00829225,0.00829225,0.00829225
347,13332.4,0.52633,0.34285,0.92873,0.98833,0.98948,0.99222,0.92655,0.46964,0.19684,0.89626,0.0082873,0.0082873,0.0082873
348,13370.3,0.52325,0.33916,0.92991,0.98838,0.98948,0.99224,0.92666,0.46957,0.19704,0.89625,0.00828235,0.00828235,0.00828235
349,13408.7,0.52637,0.34517,0.92791,0.98842,0.98948,0.99221,0.92668,0.4694,0.19731,0.89626,0.0082774,0.0082774,0.0082774
350,13447,0.52594,0.33756,0.92718,0.98843,0.98948,0.99223,0.92656,0.46948,0.19739,0.89626,0.00827245,0.00827245,0.00827245
351,13485.4,0.52741,0.33713,0.9311,0.98847,0.98948,0.99223,0.92686,0.46945,0.19751,0.89617,0.0082675,0.0082675,0.0082675
352,13523.9,0.52665,0.34522,0.92961,0.9884,0.98948,0.99222,0.92622,0.46963,0.19767,0.89616,0.00826255,0.00826255,0.00826255
353,13562,0.5248,0.33682,0.93038,0.98838,0.98948,0.99222,0.92653,0.46954,0.19769,0.89629,0.0082576,0.0082576,0.0082576
354,13601.3,0.52232,0.34205,0.92827,0.98834,0.98944,0.99221,0.92645,0.46967,0.19798,0.89634,0.00825265,0.00825265,0.00825265
355,13639.8,0.52948,0.34774,0.92795,0.9881,0.98948,0.99225,0.9265,0.46961,0.19783,0.8964,0.0082477,0.0082477,0.0082477
356,13678.5,0.52241,0.34114,0.92752,0.98834,0.98948,0.99225,0.92635,0.46974,0.19765,0.89644,0.00824275,0.00824275,0.00824275
357,13716.8,0.52665,0.34313,0.92809,0.98837,0.98948,0.99222,0.92599,0.46976,0.19743,0.89643,0.0082378,0.0082378,0.0082378
358,13755.3,0.52306,0.3407,0.92892,0.98838,0.98948,0.99222,0.92623,0.46984,0.1979,0.89647,0.00823285,0.00823285,0.00823285
359,13793.7,0.52911,0.34333,0.9309,0.98827,0.98948,0.99223,0.92609,0.46988,0.19792,0.89648,0.0082279,0.0082279,0.0082279
360,13831.6,0.52632,0.34119,0.92726,0.98826,0.98948,0.99223,0.92633,0.46995,0.19762,0.89653,0.00822295,0.00822295,0.00822295
361,13869.9,0.52772,0.33944,0.93389,0.9883,0.98948,0.99224,0.92626,0.47004,0.19753,0.89654,0.008218,0.008218,0.008218
362,13908.2,0.52355,0.34135,0.92942,0.98829,0.98948,0.99226,0.92653,0.47006,0.19785,0.89655,0.00821305,0.00821305,0.00821305
363,13946.5,0.52351,0.34177,0.92878,0.98833,0.98948,0.99225,0.92625,0.46997,0.19773,0.89654,0.0082081,0.0082081,0.0082081
364,13985,0.52421,0.34071,0.9279,0.9884,0.98948,0.99224,0.92653,0.46985,0.19739,0.89649,0.00820315,0.00820315,0.00820315
365,14023.8,0.52288,0.33655,0.92501,0.98842,0.98948,0.99221,0.92663,0.4697,0.19707,0.89642,0.0081982,0.0081982,0.0081982
366,14062.2,0.51845,0.33614,0.92618,0.9885,0.98947,0.99227,0.92662,0.46957,0.19684,0.89638,0.00819325,0.00819325,0.00819325
367,14100.2,0.52553,0.34675,0.92739,0.98852,0.98926,0.99225,0.92632,0.46947,0.19699,0.8964,0.0081883,0.0081883,0.0081883
